ID_cliente,cliente_vigente,genero,cliente>=65_anos,matrimonio,tiene_dependientes,#_meses_contrato,servicio_telefonico,suscripcion>1_linea,internet_internetservice,suscripcion_seguridad_linea,suscripcion_de_respaldo,suscripcion_proteccion,suscripcion_soporte,suscripcion_tv_cable,suscripcion_peliculas,tipo_contrato,factura_electronica,forma_pago,total_servicios_mes,total_pagado_cliente,Cuentas_Diarias
3779-oswcf,0,Female,0,1,0,71,1,1,Dsl,1,1,1,1,1,1,Two year,0,Credit card (automatic),93.2,6506.15,216.87166666666664
3780-ddgse,0,Male,1,1,1,35,1,0,Dsl,0,1,0,1,1,1,Month-to-month,1,Electronic check,76.05,2747.2,91.57333333333332
3780-yvmfa,0,Female,0,1,1,8,1,0,Dsl,0,0,0,1,1,1,Month-to-month,1,Electronic check,68.55,564.35,18.811666666666667
3785-ktysh,0,Male,0,0,0,53,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.6,1279.0,42.63333333333333
3785-nrhyr,0,Male,0,0,0,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.65,19.65,0.6549999999999999
3786-wovkf,0,Female,1,1,0,72,1,1,Fiber optic,1,1,0,0,1,1,One year,1,Bank transfer (automatic),106.85,7677.4,255.91333333333333
3787-trial,0,Male,0,1,1,21,0,0,Dsl,0,0,0,0,0,0,Month-to-month,1,Electronic check,26.05,565.75,18.858333333333334
3791-lgqcy,1,Female,1,1,0,56,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),100.65,5688.05,189.60166666666666
3793-mmfuh,1,Female,1,0,0,13,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.05,1290.0,43.0
3794-nfnch,0,Male,0,1,0,30,1,0,Dsl,0,0,1,0,0,0,Month-to-month,1,Mailed check,50.0,1474.9,49.163333333333334
3795-cawex,0,Male,0,1,1,70,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),116.55,8152.3,271.74333333333334
3795-gwtrd,0,Female,0,1,1,63,1,0,Dsl,1,1,1,1,1,0,Two year,0,Credit card (automatic),75.55,4707.85,156.92833333333334
3796-enzgf,0,Male,0,1,0,63,1,1,Dsl,0,1,0,1,0,1,Two year,0,Mailed check,67.25,4234.15,141.13833333333332
3797-fkogq,0,Male,0,0,1,11,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,86.2,893.2,29.773333333333333
3797-vtidr,1,Male,0,1,0,1,0,0,Dsl,0,0,0,0,0,0,Month-to-month,1,Electronic check,23.45,23.45,0.7816666666666666
3798-epwrr,0,Female,1,0,0,2,1,0,Dsl,0,0,0,0,0,0,Month-to-month,0,Electronic check,43.95,85.1,2.8366666666666664
3799-isuzq,1,Male,0,1,1,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.95,529.5,17.65
3800-lytrk,0,Female,0,0,0,14,1,0,Dsl,1,0,0,1,0,0,One year,0,Mailed check,55.7,795.15,26.505
3801-hmynl,1,Male,0,1,1,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Mailed check,89.15,89.15,2.9716666666666667
3803-kmqfw,1,Female,0,1,1,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.55,20.55,0.685
3804-rvtgv,1,Male,0,1,1,50,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),103.85,5017.9,167.26333333333332
3806-dxqom,1,Female,0,0,0,4,0,0,Dsl,1,1,0,0,0,0,Month-to-month,1,Electronic check,33.65,137.85,4.595
3806-yazov,0,Female,0,0,0,3,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,18.8,56.0,1.8666666666666667
3807-bpomj,0,Female,0,1,0,55,1,0,Fiber optic,1,0,0,0,1,1,One year,1,Electronic check,94.75,5276.1,175.87
3807-xhcjh,0,Female,0,1,1,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.0,20.0,0.6666666666666666
3808-hfkde,0,Female,0,0,0,20,1,0,Dsl,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.35,927.15,30.904999999999998
3810-dvdqq,0,Female,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),117.6,8308.9,276.9633333333333
3810-pjuhr,0,Male,0,1,1,70,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.35,1715.15,57.17166666666667
3811-vbybz,1,Male,0,0,0,7,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,99.8,673.25,22.441666666666666
3812-lrzir,0,Female,0,1,1,27,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,24.5,761.95,25.398333333333333
3813-dhbbb,0,Male,0,1,0,67,0,0,Dsl,1,1,0,1,0,1,Two year,1,Bank transfer (automatic),50.95,3521.7,117.39
3814-mlaxc,1,Female,0,0,0,31,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),79.85,2404.15,80.13833333333334
3815-slmef,1,Female,0,0,0,3,0,0,Dsl,1,0,0,1,0,0,Month-to-month,0,Mailed check,34.25,139.35,4.645
3823-kynqy,0,Male,0,0,0,12,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),24.95,280.4,9.346666666666666
3824-rhkvr,0,Female,0,0,0,17,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.7,340.35,11.345
3831-ycpuo,0,Female,0,1,1,72,1,0,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),109.5,7854.9,261.83
3834-xuifc,1,Male,0,0,0,7,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Mailed check,85.2,602.55,20.084999999999997
3836-fzsdj,0,Male,1,1,0,71,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.85,1901.0,63.36666666666667
3838-ozurd,1,Male,0,1,0,66,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),105.0,7133.25,237.775
3841-conlj,0,Female,0,1,0,1,0,0,Dsl,0,0,0,0,0,1,Month-to-month,0,Electronic check,35.0,35.0,1.1666666666666667
3841-nfecx,0,Female,1,1,0,71,1,1,Fiber optic,1,1,1,1,0,0,Two year,1,Credit card (automatic),96.35,6766.95,225.565
3842-iykue,1,Female,0,0,0,35,1,1,Fiber optic,0,1,0,1,0,0,Month-to-month,0,Credit card (automatic),85.3,2917.5,97.25
3842-qtgdl,0,Male,0,1,0,16,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),80.75,1321.3,44.04333333333333
3845-fxcys,0,Male,0,0,0,2,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.65,31.2,1.04
3845-jhamy,0,Female,0,1,1,16,0,0,Dsl,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),35.5,552.7,18.423333333333336
3847-baerp,0,Female,0,0,0,10,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.9,247.0,8.233333333333333
3850-okinf,0,Male,0,1,1,71,1,1,Dsl,1,0,0,0,1,0,One year,1,Electronic check,66.2,4692.55,156.41833333333335
3853-lygam,0,Male,0,0,0,17,1,1,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Bank transfer (automatic),95.65,1640.0,54.666666666666664
3855-oncar,0,Female,0,1,1,4,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Mailed check,78.9,299.75,9.991666666666667
3858-vobet,1,Male,0,0,0,23,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.95,1710.45,57.015
3858-xhyjo,0,Female,0,1,0,40,1,1,Fiber optic,1,0,1,0,1,1,One year,0,Bank transfer (automatic),105.75,4228.55,140.95166666666668
3859-cvcet,1,Female,0,0,0,4,1,0,Dsl,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.65,191.05,6.368333333333334
3863-iubjr,1,Male,0,1,1,12,1,0,Dsl,0,0,0,0,0,1,One year,0,Credit card (automatic),53.65,696.35,23.211666666666666
3863-qstyi,0,Male,0,0,0,59,1,0,Dsl,0,0,1,1,1,0,Month-to-month,1,Electronic check,64.65,3735.45,124.515
3865-qbwsj,0,Male,1,0,1,38,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Mailed check,80.45,3162.65,105.42166666666667
3865-yiott,0,Male,0,1,1,72,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Bank transfer (automatic),106.1,7848.5,261.6166666666667
3865-zfzib,0,Male,0,0,0,19,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.65,358.15,11.938333333333333
3865-zykad,0,Male,1,1,0,69,1,1,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Credit card (automatic),84.9,5785.65,192.855
3866-mdtub,1,Female,0,0,0,2,1,0,Dsl,1,0,0,0,1,1,Month-to-month,1,Electronic check,70.75,146.9,4.8966666666666665
3870-mqamg,1,Female,0,1,0,54,1,1,Fiber optic,0,1,1,1,1,1,One year,0,Electronic check,110.35,5893.15,196.43833333333333
3870-spzsi,0,Female,0,1,1,70,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),113.05,7869.05,262.3016666666667
3871-ikpyh,1,Male,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,69.1,69.1,2.3033333333333332
3873-nftgi,0,Male,0,0,0,14,1,1,Dsl,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),55.5,767.55,25.584999999999997
3873-wosbc,0,Male,0,1,0,67,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.6,1784.9,59.49666666666667
3874-eqoep,1,Male,0,0,0,7,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Mailed check,95.0,655.5,21.85
3877-jrjip,1,Male,0,0,0,1,1,1,Dsl,0,0,0,0,1,0,Month-to-month,1,Electronic check,59.85,59.85,1.995
3878-avsoq,0,Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,71.25,71.25,2.375
3882-iyoij,0,Female,0,1,1,60,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),115.25,6758.45,225.28166666666667
3884-hcswg,1,Female,0,0,0,17,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.0,1144.5,38.15
3884-uebxb,0,Female,0,1,1,67,0,0,Dsl,1,1,0,0,0,0,Two year,0,Bank transfer (automatic),36.15,2434.45,81.14833333333333
3886-certz,1,Female,0,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,109.25,8109.8,270.32666666666665
3887-pbqao,0,Female,0,1,1,45,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),25.9,1216.6,40.55333333333333
3889-vwbid,0,Male,0,1,1,68,1,0,Dsl,1,1,0,1,1,1,Two year,0,Bank transfer (automatic),82.85,5776.45,192.54833333333332
3890-rtcms,0,Male,0,0,0,16,1,0,Dsl,0,0,0,1,0,0,Month-to-month,1,Mailed check,49.45,799.0,26.633333333333333
3891-nlxjb,0,Male,0,0,0,37,0,0,Dsl,1,1,0,1,0,0,Two year,1,Mailed check,40.55,1390.85,46.361666666666665
3891-puqod,1,Female,0,0,1,1,1,0,Dsl,0,0,1,0,0,1,Month-to-month,0,Electronic check,59.2,59.2,1.9733333333333334
3892-nxazg,0,Male,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),114.05,8289.2,276.3066666666667
3893-jrnfs,0,Male,0,0,0,68,0,0,Dsl,0,0,1,0,0,1,Month-to-month,1,Bank transfer (automatic),39.9,2796.35,93.21166666666666
3896-rcyye,0,Female,0,0,0,67,0,0,Dsl,0,0,1,1,1,1,Month-to-month,1,Credit card (automatic),53.4,3579.15,119.305
3896-zvnet,0,Female,0,1,1,24,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.7,571.75,19.058333333333334
3898-bsjyf,0,Female,0,0,1,10,1,1,Dsl,1,0,1,1,0,1,One year,0,Credit card (automatic),73.55,693.3,23.11
3898-guyts,0,Female,1,0,0,45,1,1,Fiber optic,1,1,0,1,1,0,Month-to-month,1,Electronic check,97.05,4385.05,146.16833333333335
3900-aqphz,1,Female,0,0,0,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,19.9,0.6633333333333333
3902-foigh,1,Male,1,1,0,12,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,101.35,1218.55,40.61833333333333
3902-mivle,0,Male,0,1,1,63,1,1,Dsl,1,0,1,1,0,1,Two year,0,Mailed check,75.7,4676.7,155.89
3904-ukfre,0,Male,0,0,0,4,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,80.1,336.15,11.205
3908-blsyf,1,Female,0,0,0,6,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Electronic check,83.9,497.55,16.585
3908-mkimj,0,Male,1,1,0,68,0,0,Dsl,1,1,1,0,0,0,Two year,1,Electronic check,41.95,2965.75,98.85833333333333
3910-mrqoy,0,Female,0,1,0,72,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.4,1496.45,49.88166666666667
3911-rsnhi,0,Female,0,1,0,71,0,0,Dsl,0,1,1,1,1,1,Two year,1,Credit card (automatic),61.4,4310.35,143.67833333333334
3913-fcuuw,0,Female,0,1,1,72,1,1,Dsl,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),70.45,5165.7,172.19
3913-rdsjz,0,Female,0,1,0,64,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.55,1714.95,57.165
3914-fdrhp,0,Male,0,0,0,9,1,0,Fiber optic,0,0,0,1,1,0,Month-to-month,0,Electronic check,86.25,770.5,25.683333333333334
3915-odiyg,0,Male,1,0,0,60,1,1,Dsl,1,1,0,0,0,1,One year,1,Electronic check,71.75,4374.55,145.81833333333333
3916-nrpap,0,Male,0,0,0,3,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Credit card (automatic),85.7,256.75,8.558333333333334
3920-hihmq,0,Female,0,0,1,26,1,1,Dsl,0,0,0,0,0,0,Month-to-month,1,Mailed check,49.5,1265.65,42.18833333333334
3923-csihk,1,Female,1,1,0,50,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,71.05,3444.85,114.82833333333333
3926-cuqzx,1,Male,0,0,0,1,1,0,Dsl,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),45.1,45.1,1.5033333333333334
3926-yzvvx,0,Female,0,0,0,41,1,0,Dsl,0,0,0,1,0,0,One year,0,Bank transfer (automatic),50.05,2029.05,67.635
3927-nlnry,1,Male,0,1,0,53,1,0,Fiber optic,0,1,0,0,1,1,One year,1,Bank transfer (automatic),94.25,4867.95,162.265
3930-zgwve,0,Male,0,0,0,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,19.75,0.6583333333333333
3932-cmdtd,1,Female,0,0,0,4,1,0,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,105.65,443.9,14.796666666666665
3932-ijwdz,0,Male,0,0,0,45,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),103.65,4747.85,158.26166666666668
3933-dqpwx,0,Female,0,0,0,50,0,0,Dsl,0,1,1,1,0,0,Two year,0,Credit card (automatic),39.7,1932.75,64.425
3934-hxcfz,1,Male,0,1,0,23,1,1,Fiber optic,1,1,1,0,1,0,Month-to-month,1,Electronic check,99.25,2186.4,72.88000000000001
3935-tbrzz,0,Male,0,1,1,44,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,25.7,1110.5,37.016666666666666
3936-qqfll,0,Male,0,0,0,2,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.75,39.3,1.3099999999999998
3938-yfpxd,0,Male,0,0,0,72,1,1,Dsl,1,0,1,1,1,1,Two year,0,Credit card (automatic),84.3,5997.1,199.90333333333334
3941-xtskm,0,Male,0,1,1,42,0,0,Dsl,0,1,1,0,0,1,One year,1,Credit card (automatic),45.1,2049.05,68.30166666666668
3943-kdree,1,Female,0,0,0,26,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),74.95,1834.95,61.165
3945-gfwql,1,Female,0,0,1,12,1,0,Dsl,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.55,480.6,16.02
3946-jewrq,0,Male,0,1,0,47,1,1,Fiber optic,0,0,0,0,1,1,One year,1,Credit card (automatic),95.2,4563.0,152.1
3946-mhczw,1,Male,0,0,0,1,1,0,Dsl,0,0,1,0,0,0,Month-to-month,0,Mailed check,50.9,50.9,1.6966666666666665
3948-fvvrp,0,Male,0,1,1,9,1,0,Dsl,0,1,0,1,0,0,Month-to-month,0,Mailed check,54.8,452.8,15.093333333333334
3948-kxduf,0,Male,0,0,0,66,1,1,Dsl,1,1,1,1,0,0,Two year,0,Bank transfer (automatic),68.75,4447.55,148.25166666666667
3948-xhgna,1,Male,0,0,0,24,1,0,Dsl,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),49.55,1210.4,40.34666666666667
3950-vpyjb,0,Male,0,1,1,57,1,0,Dsl,1,1,0,1,0,0,One year,0,Mailed check,59.6,3509.4,116.98
3951-njcvi,0,Female,1,1,0,42,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.05,3944.5,131.48333333333332
3955-jbzzm,0,Male,0,0,0,20,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,78.8,1641.3,54.71
3956-cjust,0,Female,1,0,0,23,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),75.4,1643.55,54.785
3956-mgxog,0,Female,0,0,0,28,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,80.6,2244.95,74.83166666666666
3957-hhlmr,0,Female,0,1,1,70,1,1,Dsl,1,0,0,0,0,1,One year,0,Bank transfer (automatic),65.2,4543.15,151.43833333333333
3957-lxolk,1,Female,1,0,0,28,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.15,3152.5,105.08333333333333
3957-sqxml,0,Female,0,1,1,34,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.95,894.3,29.81
3961-sxaxy,0,Male,0,0,0,1,1,0,Dsl,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),44.05,44.05,1.4683333333333333
3963-ryfns,0,Female,0,0,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),116.45,8013.55,267.11833333333334
3966-hrmza,0,Female,1,0,0,3,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Mailed check,75.05,202.9,6.763333333333334
3967-kxaps,0,Male,0,1,0,72,1,1,Dsl,1,1,1,1,1,1,Two year,0,Credit card (automatic),92.3,6719.9,223.99666666666664
3967-vqogc,0,Female,0,1,1,67,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.9,1680.25,56.00833333333333
3969-gyxel,0,Female,0,0,0,11,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,76.4,838.7,27.956666666666667
3969-jqabi,0,Female,0,1,0,58,1,0,Dsl,1,1,0,0,1,0,Month-to-month,1,Credit card (automatic),65.25,3791.6,126.38666666666667
3970-xgjdu,0,Female,0,0,0,62,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.2,1123.65,37.455000000000005
3973-skmln,0,Male,0,0,0,71,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.9,1355.1,45.169999999999995
3976-bwuck,1,Female,0,1,0,30,1,1,Fiber optic,0,1,0,1,1,0,Month-to-month,1,Credit card (automatic),94.1,2804.45,93.48166666666665
3976-hxhce,0,Male,0,0,0,72,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.3,1414.8,47.16
3976-nldez,0,Male,0,0,0,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.6,20.6,0.6866666666666668
3977-qcrsl,0,Female,0,0,0,5,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.15,117.95,3.9316666666666666
3978-ynkdd,0,Male,0,0,1,19,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.85,467.5,15.583333333333334
3981-qsvqi,0,Male,0,0,0,8,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),19.7,168.9,5.63
3982-dqlus,0,Male,1,1,1,65,1,1,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Electronic check,85.75,5688.45,189.61499999999998
3982-jgsfd,0,Male,0,0,0,36,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.35,695.85,23.195
3982-xwfzq,1,Female,0,1,0,42,1,1,Dsl,0,0,0,0,0,0,Month-to-month,1,Electronic check,50.25,2203.65,73.455
3985-hoypm,0,Male,0,0,0,26,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.4,525.55,17.51833333333333
3987-kqddu,0,Male,0,0,0,9,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,75.6,661.55,22.051666666666666
3988-rqixo,1,Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,91.3,91.3,3.0433333333333334
3990-qykbe,1,Male,1,1,0,37,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,92.5,3473.4,115.78
3992-ywpko,1,Female,0,0,0,6,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Credit card (automatic),109.9,669.45,22.315
3995-wfcsm,0,Female,0,0,0,2,1,0,Dsl,0,0,1,0,0,1,Month-to-month,0,Electronic check,60.85,111.4,3.7133333333333334
3996-znwyk,0,Male,1,1,1,71,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.8,1388.45,46.281666666666666
3999-qgrjh,1,Male,1,0,0,8,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.7,560.85,18.695
3999-wrngr,0,Female,0,1,1,60,0,0,Dsl,0,1,0,0,1,1,Month-to-month,1,Electronic check,49.75,3069.45,102.315
4000-vgmqp,0,Male,0,1,1,38,1,1,Dsl,0,1,1,0,1,1,One year,0,Credit card (automatic),78.95,2862.55,95.41833333333334
4001-tsbtv,0,Female,0,1,1,58,1,0,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,91.55,5511.65,183.72166666666666
4002-bqwpq,0,Male,0,0,0,25,1,1,Dsl,1,1,1,1,0,1,Month-to-month,0,Bank transfer (automatic),81.75,2028.8,67.62666666666667
4003-fushp,0,Male,0,0,0,19,1,0,Dsl,0,0,0,1,1,0,Month-to-month,1,Credit card (automatic),61.55,1093.2,36.440000000000005
4003-octmp,0,Female,0,1,0,31,1,0,Dsl,1,0,0,1,0,1,One year,1,Electronic check,64.0,1910.75,63.69166666666667
4006-hkyho,0,Male,0,0,0,63,1,0,Dsl,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),86.7,5309.5,176.98333333333332
4007-nhvhi,0,Female,1,0,0,56,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Electronic check,96.85,5219.65,173.98833333333332
4009-alqfh,1,Female,0,0,0,25,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,99.5,2369.05,78.96833333333333
4010-ylmvt,0,Female,0,0,0,56,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Credit card (automatic),106.6,5893.95,196.465
4011-arphk,0,Male,0,0,0,27,1,0,Dsl,1,0,0,0,0,0,Month-to-month,0,Mailed check,50.35,1411.35,47.044999999999995
4012-ycfai,0,Male,0,1,0,60,1,0,Dsl,1,1,0,1,0,0,Two year,1,Mailed check,61.35,3766.2,125.53999999999999
4012-zthbr,0,Female,0,1,1,21,1,0,Dsl,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.95,926.25,30.875
4013-guxnd,0,Male,0,0,0,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.8,20.8,0.6933333333333334
4013-tldhq,1,Male,0,0,0,19,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,78.25,1490.95,49.69833333333334
4013-ubxwq,1,Female,0,0,0,7,1,1,Dsl,0,0,0,1,1,1,Month-to-month,1,Electronic check,74.65,521.1,17.37
4016-bjktz,0,Female,0,0,0,25,1,1,Fiber optic,0,1,1,1,1,1,Two year,0,Electronic check,108.9,2809.05,93.635
4018-kjyuy,0,Male,0,0,1,22,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.15,432.5,14.416666666666666
4018-ppndw,0,Female,0,1,1,61,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.1,1551.6,51.72
4020-kiudi,0,Male,0,1,1,6,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.85,138.85,4.628333333333333
4021-rqsny,1,Male,1,1,0,29,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.5,3004.15,100.13833333333334
4023-rtiqm,0,Female,1,1,0,31,0,0,Dsl,1,1,1,0,0,1,One year,1,Credit card (automatic),50.4,1580.1,52.669999999999995
4024-csnby,0,Female,0,1,0,72,1,1,Fiber optic,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),94.25,6849.75,228.325
4026-skkhw,0,Male,0,0,0,3,1,0,Dsl,0,0,0,1,0,0,Month-to-month,1,Mailed check,50.25,152.3,5.076666666666667
4029-hpfvy,0,Male,0,0,0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.3,220.4,7.346666666666667
4030-vpzbd,1,Female,0,0,0,2,0,0,Dsl,0,0,0,1,0,0,Month-to-month,1,Electronic check,30.9,59.05,1.9683333333333333
4032-rmhci,0,Female,0,1,1,41,0,0,Dsl,1,0,1,0,0,0,One year,0,Credit card (automatic),35.4,1412.4,47.080000000000005
4039-heunw,1,Male,1,1,0,36,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,96.5,3436.1,114.53666666666666
4039-pimhx,0,Male,1,1,0,49,1,0,Dsl,0,1,0,0,0,0,Two year,0,Mailed check,49.8,2398.4,79.94666666666667
